
C0001|p550|PROD|201311271132|45|176|221

C0001|p550|PROD|201311271330|47|177|224

C0001|p550|PROD|201311271410|47|180|227

C0001|p550|PROD|201311271510|45|181|226

C0001|p550|PROD|201311271610|44|183|227

C0001|p550|PROD|201311271710|45|151|196

C0001|p550|PROD|201311271810|47|146|193

C0001|p550|PROD|201311271910|47|135|182

C0001|p550|PROD|201311272010|45|112|157

C0001|p550|PROD|201311272110|46|108|154

C0001|p550|PROD|201311272210|45|108|153

C0001|p550|PROD|201311272310|45|105|150

C0001|p550|PROD|201311280010|45|104|149

C0001|p550|PROD|201311280110|48|105|153

C0001|p550|PROD|201311280210|48|108|156

C0001|p550|PROD|201311280310|45|108|153

C0001|p550|PROD|201311280410|46|110|156

C0001|p550|PROD|201311280510|46|111|157

C0001|p550|PROD|201311280610|53|120|173

C0001|p550|PROD|201311280710|47|120|167

C0001|p550|PROD|201311280810|45|164|209

C0001|p550|PROD|201311280910|45|198|243

C0001|p550|PROD|201311281010|47|200|247

C0001|p550|PROD|201311281110|45|176|221

C0001|p550|PROD|201311281210|44|171|215

C0001|p550|PROD|201311281310|47|173|220

C0001|p550|PROD|201311281410|46|185|231

C0001|p550|PROD|201311281510|46|193|239

C0001|p550|PROD|201311281610|45|186|231

C0001|p550|PROD|201311281710|44|149|193

C0001|p550|PROD|201311281810|45|135|180

C0001|p550|PROD|201311281910|45|132|177

C0001|p550|PROD|201311282010|46|125|171

C0001|p550|PROD|201311282110|44|123|167

C0001|p550|PROD|201311282210|44|125|169

C0001|p550|PROD|201311282310|45|108|153

C0001|p550|PROD|201311290010|46|106|152

C0001|p550|PROD|201311290110|44|114|158

C0001|p550|PROD|201311290210|47|115|162

C0001|p550|PROD|201311290310|45|120|165

C0001|p550|PROD|201311290410|47|121|168

C0001|p550|PROD|201311290510|47|118|165

C0001|p550|PROD|201311290610|47|125|172

C0001|p550|PROD|201311290710|46|122|168

C0001|p550|PROD|201311290810|46|174|220

C0001|p550|PROD|201311290910|46|171|217

C0001|p550|PROD|201311291010|46|161|207

C0001|p550|PROD|201311291110|44|182|226

C0001|p550|PROD|201311291210|45|178|223

C0001|p550|PROD|201311291310|46|174|220

C0001|p550|PROD|201311291410|47|186|233

C0001|p550|PROD|201311291510|44|193|237

C0001|p550|PROD|201311291610|46|194|240

C0001|p550|PROD|201311291710|47|153|200

C0001|p550|PROD|201311291810|45|142|187

C0001|p550|PROD|201311291910|44|113|157

C0001|p550|PROD|201311292010|45|98|143

C0001|p550|PROD|201311292110|45|100|145

C0001|p550|PROD|201311292210|45|101|146

C0001|p550|PROD|201311292310|45|100|145

C0001|p550|PROD|201311300010|45|100|145

C0001|p550|PROD|201311300110|44|101|145

C0001|p550|PROD|201311300210|46|104|150

C0001|p550|PROD|201311300310|46|101|147

C0001|p550|PROD|201311300410|47|101|148

C0001|p550|PROD|201311300510|44|102|146

C0001|p550|PROD|201311300610|53|104|157

C0001|p550|PROD|201311300710|47|97|144

C0001|p550|PROD|201311300810|48|119|167

C0001|p550|PROD|201311300910|47|142|189

C0001|p550|PROD|201311301010|45|140|185

C0001|p550|PROD|201311301110|45|139|184

C0001|p550|PROD|201311301210|46|112|158

C0001|p550|PROD|201311301310|45|109|154

C0001|p550|PROD|201311301410|45|109|154

C0001|p550|PROD|201311301510|46|111|157

C0001|p550|PROD|201311301610|44|108|152

C0001|p550|PROD|201311301710|46|107|153

C0001|p550|PROD|201311301810|45|112|157

C0001|p550|PROD|201311301910|48|109|157

C0001|p550|PROD|201311302010|46|97|143

C0001|p550|PROD|201311302110|54|110|164

C0001|p550|PROD|201311302210|45|121|166

C0001|p550|PROD|201311302310|45|113|158

C0001|p550|PROD|201312010010|44|114|158

C0001|p550|PROD|201312010110|44|112|156

C0001|p550|PROD|201312010210|46|112|158

C0001|p550|PROD|201312010310|45|114|159

C0001|p550|PROD|201312010410|45|120|165

C0001|p550|PROD|201312010510|44|113|157

C0001|p550|PROD|201312010610|55|111|166

